2,41.872638,-87.623979
3,41.8672259568,-87.6153553902
4,41.856268,-87.613348
5,41.874053,-87.627716
6,41.8850419923,-87.6127945394
7,41.8863490627,-87.6175165471
9,41.8287920199,-87.6806044594
11,41.766638237,-87.5764501141
12,41.7664094567,-87.5656875719
13,41.932418,-87.652705
14,41.858086,-87.651073
15,41.858166,-87.656495
16,41.910337,-87.670072
17,41.90332,-87.67273
18,41.8832715925,-87.6373132869
19,41.869417,-87.660996
20,41.910522,-87.653106
21,41.87772613,-87.65478743
22,41.8694821,-87.6554864
23,41.902924,-87.637715
24,41.89186,-87.62062
25,41.89766,-87.62351
26,41.89102,-87.6173
27,41.91021,-87.6435
28,41.91468,-87.64332
29,41.90068,-87.6626
30,41.899643,-87.6677
31,41.896776,-87.635633
32,41.87464,-87.65703
33,41.877181,-87.627844
34,41.9267559875,-87.6344287848
35,41.892278,-87.612043
36,41.8777079559,-87.6353211408
37,41.8793563587,-87.6297910363
38,41.8860208277,-87.6308760584
39,41.8794723523,-87.6256886059
40,41.8793443735,-87.6319852213
41,41.8720776329,-87.6295437729
42,41.852619,-87.626488
43,41.8838927658,-87.6246491409
44,41.8847302006,-87.6277335692
45,41.876243,-87.624426
46,41.89993001,-87.63443007
47,41.88918,-87.6277
48,41.897764,-87.642884
49,41.881319815,-87.6295209193
50,41.8759326655,-87.6305845355
51,41.884576228,-87.63188991
52,41.886024,-87.624117
53,41.894729,-87.633775
54,41.896362458,-87.6540612729
55,41.867324,-87.648625
56,41.888716036,-87.6444478533
57,41.8671177825,-87.6410879593
58,41.916017,-87.668879
59,41.867227,-87.625961
60,41.9105780349,-87.6494219288
61,41.907655,-87.672552
62,41.8513751729,-87.6188346489
66,41.885637,-87.641823
67,41.9256018819,-87.6537080423
68,41.875885,-87.640795
69,41.9093960065,-87.6776919292
71,41.8854833079,-87.6523048564
72,41.860384,-87.625813
73,41.880422,-87.642746
74,41.893882,-87.641711
75,41.878534,-87.640978
76,41.880958,-87.616743
77,41.882242,-87.641066
80,41.88042,-87.655599
81,41.884241,-87.629634
84,41.891,-87.645925
85,41.90096039,-87.62377664
86,41.89637337,-87.66098386
87,41.92556258,-87.65840426
88,41.88397,-87.655688
89,41.8750091349,-87.6331058189
90,41.8810317,-87.62408432
91,41.88338,-87.64117
92,41.894556,-87.653449
93,41.913688,-87.652855
94,41.918306,-87.636282
95,41.7787005713,-87.5867876179
96,41.8846161896,-87.6445705849
97,41.865312,-87.617867
98,41.882664,-87.63253
99,41.89257,-87.614492
100,41.888243,-87.63639
101,41.781016372,-87.5761197602
102,41.7734584995,-87.5853397391
103,41.8714665178,-87.6409491327
106,41.897448,-87.628722
107,41.878287,-87.643909
108,41.87184,-87.64664
109,41.874675,-87.650019
110,41.893992,-87.629318
111,41.894666,-87.638437
112,41.883668,-87.64867
113,41.91844,-87.65222
114,41.949399,-87.654529
115,41.936266,-87.652662
116,41.91552,-87.687022
117,41.94018,-87.65304
118,41.911386,-87.638677
119,41.88541,-87.66732
120,41.853605,-87.631886
121,41.802562,-87.590368
122,41.87501,-87.67328
123,41.922695,-87.697153
124,41.855048,-87.675726
125,41.890011,-87.626293
126,41.911974,-87.631942
127,41.925905,-87.64926
128,41.895769,-87.67722
129,41.857556,-87.661535
130,41.90331,-87.67695
131,41.939365,-87.668385
132,41.849237,-87.631715
133,41.8891768326,-87.6385057718
134,41.877749,-87.649633
135,41.85378,-87.64665
136,41.865054,-87.656959
137,41.862378,-87.651062
138,41.904613,-87.640552
140,41.898969,-87.629912
