station,uncertain01,uncertain02,lat,lon
2,1.3707081731706,0.000477398463279988,41.872638,-87.623979
3,8.04374215237939,0.276939177393,41.8672259568,-87.6153553902
4,7.40193346096466,0.254710287527,41.856268,-87.613348
5,1.76555338027075,0.000330923485799994,41.874053,-87.627716
6,15.5236469716992,0.5417821124251,41.8850419923,-87.6127945394
7,1.63994991979147,0.00396752382099996,41.8863490627,-87.6175165471
9,0.972708542938622,0.000330923392699911,41.8287920199,-87.6806044594
11,2.27926064868546,0.000330923663000027,41.766638237,-87.5764501141
12,1.88439429371431,0.000330923477580014,41.7664094567,-87.5656875719
13,2.14359984215231,0.000330923272889971,41.932418,-87.652705
14,1.38078582044639,0.000330923421399953,41.858086,-87.651073
15,1.63765269091798,0.000330923621699952,41.858166,-87.656495
16,1.96253803974769,0.000330923184731935,41.910337,-87.670072
17,2.15066908774195,0.000330923759057966,41.90332,-87.67273
18,1.00024285042878,0.000330923066309885,41.8832715925,-87.6373132869
19,1.69896605567721,0.000330923755100021,41.869417,-87.660996
20,0.99503059426879,0.000330923832399965,41.910522,-87.653106
21,1.12563363984127,0.000330923436099972,41.87772613,-87.65478743
22,1.1266393079227,0.000330923748499967,41.8694821,-87.6554864
23,2.26746852641397,0.000330923310781994,41.902924,-87.637715
24,2.54391008467809,0.0051113559232,41.89186,-87.62062
25,3.79419087051802,0.000330923060710031,41.89766,-87.62351
26,3.03225682962533,0.0281215556075199,41.89102,-87.6173
27,1.6837225214771,0.000330923638599989,41.91021,-87.6435
28,1.92096088473072,0.000330923781589054,41.91468,-87.64332
29,1.49154853781604,0.000330923084000068,41.90068,-87.6626
30,2.23515865963487,0.000330923323358934,41.899643,-87.6677
31,1.69956305944763,0.000330923593400034,41.896776,-87.635633
32,1.2049519808,0.000330923559531016,41.87464,-87.65703
33,0.987783977514866,0.000330923709599973,41.877181,-87.627844
34,1.85801262435315,0.0265311178810199,41.9267559875,-87.6344287848
35,9.19873264733446,0.2952263053408,41.892278,-87.612043
36,0.986700456755794,0.000330924096199947,41.8777079559,-87.6353211408
37,0.769807016258458,0.000330919643580008,41.8793563587,-87.6297910363
38,0.948225469265396,0.000330922978859949,41.8860208277,-87.6308760584
39,0.774262216234896,0.000330923811159956,41.8794723523,-87.6256886059
40,0.821668969967511,0.000330932043000054,41.8793443735,-87.6319852213
41,2.06006944892396,0.00033092397746004,41.8720776329,-87.6295437729
42,1.12035960213326,0.000330923955700002,41.852619,-87.626488
43,1.01888871497441,0.000330923420200024,41.8838927658,-87.6246491409
44,0.956210863089106,0.00033092346843,41.8847302006,-87.6277335692
45,0.911659277300108,0.000330923744400025,41.876243,-87.624426
46,2.77338840050394,0.000330923452020015,41.89993001,-87.63443007
47,1.6271142913733,0.000330923494750057,41.88918,-87.6277
48,1.20653510178,0.00033092350130004,41.897764,-87.642884
49,0.753329106347487,0.000330923604139999,41.881319815,-87.6295209193
50,1.38494024609705,0.000330923736200028,41.8759326655,-87.6305845355
51,0.745090303429218,0.000330923335519984,41.884576228,-87.63188991
52,1.21725684117744,0.000330923769329972,41.886024,-87.624117
53,1.75068486549765,0.000330922923040933,41.894729,-87.633775
54,0.945482805604445,0.000330923268899941,41.896362458,-87.6540612729
55,0.782613371509977,0.00033092345337904,41.867324,-87.648625
56,0.965320128279673,0.00033092304278004,41.888716036,-87.6444478533
57,0.606797704538447,0.000330923680999962,41.8671177825,-87.6410879593
58,0.912145283640452,0.000330923273969996,41.916017,-87.668879
59,1.3247554930844,0.000330923651781001,41.867227,-87.625961
60,1.19055626623727,0.000330923663700022,41.9105780349,-87.6494219288
61,2.25719085096677,0.000330923425099994,41.907655,-87.672552
62,0.630206954010142,0.000330923641000069,41.8513751729,-87.6188346489
66,1.11040877467838,0.000330922495521802,41.885637,-87.641823
67,1.93692517089441,0.000330923602875011,41.9256018819,-87.6537080423
68,0.901569782659484,0.000330924084519957,41.875885,-87.640795
69,1.85536641997807,0.000330923553850004,41.9093960065,-87.6776919292
71,0.86940593083761,0.000330923332801936,41.8854833079,-87.6523048564
72,0.992898627040452,0.000330923338999978,41.860384,-87.625813
73,1.74279299482466,0.000330923573540032,41.880422,-87.642746
74,1.26027651441564,0.000330923339499023,41.893882,-87.641711
75,1.579587429014,0.000330924108799979,41.878534,-87.640978
76,9.84109781183446,0.33777574480023,41.880958,-87.616743
77,1.64194828638681,0.000330905858219932,41.882242,-87.641066
80,1.07602859472325,0.000330923624499935,41.88042,-87.655599
81,0.828638161556454,0.000330923124119975,41.884241,-87.629634
84,0.915113708081912,0.000330923499400115,41.891,-87.645925
85,7.51425506874316,0.119763252938942,41.90096039,-87.62377664
86,1.58680454442184,0.000330923199560074,41.89637337,-87.66098386
87,1.93741787120214,0.000330923770489044,41.92556258,-87.65840426
88,0.834799614743594,0.000330923218999968,41.88397,-87.655688
89,1.36246441055728,0.000330923976915032,41.8750091349,-87.6331058189
90,0.857344602695802,0.000330924041039959,41.8810317,-87.62408432
91,1.58144825785742,0.000330922945720014,41.88338,-87.64117
92,1.05572942738119,0.000330923603335975,41.894556,-87.653449
93,1.36115910093297,0.000330923524220039,41.913688,-87.652855
94,1.7960549123696,0.000330922748679963,41.918306,-87.636282
95,0.700826282542004,0.000330923212000012,41.7787005713,-87.5867876179
96,1.22108961916498,0.000330923075394951,41.8846161896,-87.6445705849
97,0.709681571230348,0.000638885771199971,41.865312,-87.617867
98,0.733931069868804,0.000330922868606032,41.882664,-87.63253
99,7.49448754058311,0.2108006561243,41.89257,-87.614492
100,1.07214285175275,0.000330923256870008,41.888243,-87.63639
101,4.51536585891296,0.143701631022,41.781016372,-87.5761197602
102,1.39056081678274,0.000330923371799963,41.7734584995,-87.5853397391
103,0.652326664350107,0.000330923684999984,41.8714665178,-87.6409491327
106,3.48601698895234,0.000330923495441948,41.897448,-87.628722
107,1.49406142492274,0.000330923956859963,41.878287,-87.643909
108,0.688167355037135,0.000330923505700076,41.87184,-87.64664
109,0.847399806132399,0.000330923737024036,41.874675,-87.650019
110,2.66953992096035,0.000330923600066813,41.893992,-87.629318
111,1.35508471487743,0.000330923208409994,41.894666,-87.638437
112,1.05769531083873,0.000330923018620033,41.883668,-87.64867
113,1.561120182543,0.00033092343626806,41.91844,-87.65222
114,1.9602924205155,0.000330923117764503,41.949399,-87.654529
115,2.35041078418519,0.000330923239139636,41.936266,-87.652662
116,1.82842900109409,0.000330923450823195,41.91552,-87.687022
117,2.12861786494652,0.00033092346568997,41.94018,-87.65304
118,2.7683248337095,0.000330923595783017,41.911386,-87.638677
119,0.915477732992243,0.000330923392479976,41.88541,-87.66732
120,1.47224522425368,0.000330923287638951,41.853605,-87.631886
121,2.03514989848126,0.000330923575245778,41.802562,-87.590368
122,1.06709835844456,0.000330923275700057,41.87501,-87.67328
123,2.09481436460669,0.000330923277100048,41.922695,-87.697153
124,1.75336616730924,0.000330923405551964,41.855048,-87.675726
125,1.9045256090111,0.000330923344567968,41.890011,-87.626293
126,2.90794130966999,0.000330923013888929,41.911974,-87.631942
127,1.96298627113324,0.000330923716370002,41.925905,-87.64926
128,1.85281189030456,0.000330923338809019,41.895769,-87.67722
129,1.628053617912,0.000330923476610012,41.857556,-87.661535
130,1.82308162029178,0.000330923556529972,41.90331,-87.67695
131,1.70101553076535,0.00033092323452999,41.939365,-87.668385
132,1.27558588970957,0.000330923307257147,41.849237,-87.631715
133,1.13649195070293,0.000330921684440044,41.8891768326,-87.6385057718
134,1.0643462488635,0.000330923609019984,41.877749,-87.649633
135,1.14957257909193,0.000330923551373985,41.85378,-87.64665
136,1.39487088194465,0.000330923455689969,41.865054,-87.656959
137,1.07686212571286,0.000330923397789951,41.862378,-87.651062
138,1.80326618290236,0.000330923618550027,41.904613,-87.640552
140,3.98115011652141,0.000330923409868955,41.898969,-87.629912
141,2.19766480861436,0.000330923249969972,41.915689,-87.6346
142,6.43880532475862,0.15006808993717,41.894503,-87.617854
143,2.27651647926,0.000330923916660009,41.922167,-87.638888
144,1.69650421154902,0.000330923174499009,41.921822,-87.64414
145,5.4463018088708,0.059223383092361,41.8985866514,-87.6219152258
146,1.17658543719766,0.000330923286804063,41.877945,-87.662007
147,1.20125510222615,0.000330923225910107,41.845435,-87.622176
148,1.03792455497833,0.000330923603085953,41.834734,-87.625813
149,1.4043633403833,0.000330923440120534,41.8349,-87.61793
